Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets
55,329.34,167,Tân Bình,10,14,1,8.05,6,0,01/07/2025,14
3.7,37.37,99,Thành phố Thủ Đức,Tăng Nhơn Phú B,2,1,5.5,1,0,27/07/2025,1
4.55,89.22,51,Quận 8,12,4,0,3.2,2,1,26/07/2025,1
6,62.5,96,Quận 7,Phú Mỹ,2,0,6,3,1,27/07/2025,1
5.6,43.41,129,Phú Nhuận,11,6,1,3.9,5,0,30/07/2025,6
42,280,150,Tân Bình,12,27,0,8,8,1,19/07/2025,27
28.5,167.65,170,Bình Thạnh,17,8,1,8,4,0,18/07/2025,7
0.66,22,30,Bình Chánh,Bình Chánh,4,0,3.5,2,1,02/07/2025,3
2.5,5.84,428,Hóc Môn,Đông Thạnh,2,0,11,1,1,25/07/2025,1
0.5,21.74,23,Bình Chánh,Bình Chánh,2,0,3.3,2,1,24/07/2025,2
12.5,71.43,175,Hóc Môn,Hóc Môn,2,1,5,1,0,08/07/2025,2
3.7,48.68,76,Quận 12,Thới An,2,0,4,1,1,12/07/2025,1
20,166.67,120,Thành phố Thủ Đức,An Phú,4,1,5,4,0,13/07/2025,4
6.9,138,50,Gò Vấp,1,5,0,3.8,3.5,1,31/07/2025,4
1.34,9.85,136,Quận 12,Tân Thới Nhất,3,1,3,3,0,02/07/2025,4
13.9,106.92,130,Thành phố Thủ Đức,Linh Tây,3,1,5.5,1,0,08/07/2025,2
6.35,97.69,65,Thành phố Thủ Đức,Phú Hữu,4,0,4,3.5,1,22/07/2025,5
52,258.71,201,Bình Thạnh,17,10,0,10.6,3,1,31/07/2025,10
6.68,128.46,52,Gò Vấp,6,3,0,6,3,1,14/07/2025,3
21.9,62.22,352,Quận 8,4,8,0,12,1,1,18/07/2025,8
8,153.85,52,Gò Vấp,12,4,1,3.5,5,0,12/07/2025,4
4.65,96.88,48,Bình Tân,Bình Hưng Hòa,2,1,4,2,0,19/07/2025,2
50,234.74,213,Thành phố Thủ Đức,Thảo Điền,4,0,10,3,1,19/07/2025,4
11,113.4,97,Gò Vấp,3,5,0,4,3.5,1,03/07/2025,4
8.7,145,60,Quận 7,Phú Thuận,2,1,5,2,0,02/07/2025,1
7.4,129.82,57,Bình Tân,Bình Trị Đông A,5,0,4,5,1,30/07/2025,6
10.2,130.77,78,Tân Phú,Tân Thành,2,1,4.05,1,0,08/07/2025,1
5.95,145.12,41,Tân Bình,10,4,0,4,3.5,1,22/07/2025,4
17,130.77,130,Quận 8,4,4,1,8,1,0,03/07/2025,4
5.5,98.21,56,Gò Vấp,14,4,1,4,4,0,19/07/2025,4
18.5,131.21,141,Quận 8,8,10,1,6,6,0,12/07/2025,8
9.9,52.66,188,Quận 8,2,5,0,6,2,1,20/07/2025,4
7.3,35.61,205,Gò Vấp,3,2,0,10.2,1,1,23/07/2025,2
5,113.64,44,Gò Vấp,1,2,0,4,2,1,10/07/2025,2
25,396.83,63,Quận 1,Bến Thành,6,1,4,4,0,16/07/2025,6
7.15,111.72,64,Thành phố Thủ Đức,Tăng Nhơn Phú B,4,0,3,3,1,20/07/2025,3
6.3,126,50,Thành phố Thủ Đức,Linh Đông,2,0,4.6,2,1,24/07/2025,2
6.2,110.71,56,Thành phố Thủ Đức,Tăng Nhơn Phú B,3,0,5.3,3,1,31/07/2025,3
4.2,46.67,90,Hóc Môn,Xuân Thới Thượng,3,0,5,2,1,01/07/2025,2
6.5,98.48,66,Tân Phú,Tân Sơn Nhì,4,0,5.2,3,1,28/07/2025,3
6.5,98.48,66,Tân Phú,Tân Sơn Nhì,4,0,5.2,3,1,15/07/2025,3
6.5,98.48,66,Tân Phú,Tân Sơn Nhì,4,0,5.2,3,1,11/07/2025,3
6.5,98.48,66,Tân Phú,Tân Sơn Nhì,4,0,5.2,3.5,1,27/07/2025,3
8.1,128.57,63,Gò Vấp,4,4,1,4.5,4,0,05/07/2025,5
6.3,98.44,64,Quận 7,Phú Thuận,3,0,4.3,2,1,28/07/2025,2
19,60.9,312,Quận 12,Trung Mỹ Tây,3,0,12,3,1,06/07/2025,3
11.8,131.11,90,Gò Vấp,1,5,0,6,1,1,15/07/2025,2
9.9,45.41,218,Quận 8,15,3,0,7.53,3,1,22/07/2025,3
5.25,109.38,48,Quận 8,2,2,0,4,2,1,24/07/2025,2
7.2,211.76,34,Quận 1,Cầu Kho,5,0,3,4,1,08/07/2025,4
8.2,264.52,31,Quận 1,Nguyễn Cư Trinh,6,1,3.5,5,0,11/07/2025,5
2.78,139,20,Quận 8,10,2,0,3.66,2,1,11/07/2025,1
7.5,71.43,105,Thành phố Thủ Đức,Long Bình,6,1,5,4,0,25/07/2025,6
4.5,62.5,72,Nhà Bè,Phú Xuân,4,0,4.66,3,1,14/07/2025,3
28,259.26,108,Tân Bình,8,4,1,4,3,0,28/07/2025,3
45,248.62,181,Tân Bình,11,4,1,6,4,0,11/07/2025,3
10.5,159.09,66,Quận 6,10,4,1,4,4,0,06/07/2025,3
5.2,91.23,57,Tân Bình,15,2,1,4.7,2,0,15/07/2025,1
36.5,246.62,148,Quận 6,12,4,1,6,4,0,31/07/2025,3
10.5,184.21,57,Tân Bình,10,2,1,4.2,2,0,14/07/2025,1
9.5,163.79,58,Quận 6,10,6,1,4,4,0,13/07/2025,3
83,225.54,368,Tân Bình,13,10,1,19,6,0,13/07/2025,10
9.5,166.67,57,Quận 6,5,6,1,3.7,4,0,17/07/2025,3
40,108.7,368,Thành phố Thủ Đức,Tân Phú,6,1,19,2,0,31/07/2025,3
11.5,65.34,176,Bình Tân,Bình Trị Đông A,4,0,5.5,4,1,03/07/2025,3
15,250,60,Gò Vấp,12,6,1,5,6,0,08/07/2025,5
55,329.34,167,Tân Bình,10,1,1,8.05,6,0,09/07/2025,1
8.8,73.33,120,Bình Tân,Bình Trị Đông,8,0,8,5,1,11/07/2025,7
3.49,129.26,27,Quận 8,8,2,0,3.8,2,1,18/07/2025,2
15,18.29,820,Bình Chánh,Bình Chánh,20,1,18,1,0,15/07/2025,8
5.2,120.93,43,Tân Phú,Tân Sơn Nhì,4,0,5,3.5,1,06/07/2025,3
9.6,160,60,Quận 11,16,5,1,3.5,7,0,06/07/2025,4
14.5,284.31,51,Quận 10,2,2,0,4,3,1,19/07/2025,2
0.7,19.44,36,Bình Chánh,Bình Chánh,2,0,4,2,1,30/07/2025,2
6.5,76.47,85,Thành phố Thủ Đức,Hiệp Phú,3,1,5,3,0,30/07/2025,3
11.5,230,50,Quận 10,2,3,0,5,3.5,1,26/07/2025,4
5.79,89.08,65,Tân Phú,Phú Trung,3,0,4,2,1,14/07/2025,3
8.5,113.33,75,Quận 7,Tân Phú,4,0,5,2,1,05/07/2025,3
11,84.62,130,Quận 8,15,2,1,13,2,0,18/07/2025,1
7.25,66.51,109,Quận 8,15,8,0,7.7,3.5,1,11/07/2025,6
5.6,77.78,72,Bình Tân,An Lạc,2,0,4,1,1,23/07/2025,2
21.3,112.11,190,Quận 8,4,7,1,12,4,0,04/07/2025,7
138,577.41,239,Quận 1,Đa Kao,6,1,1,4,0,04/07/2025,7
6.5,162.5,40,Quận 10,2,3,0,3,5,1,09/07/2025,3
44.9,219.02,205,Quận 3,7,2,1,12,2,0,18/07/2025,4
30,46.08,651,Quận 12,An Phú Đông,3,0,1,1,1,27/07/2025,3
6.7,67,100,Bình Tân,Tân Tạo A,3,0,5,2,1,29/07/2025,2
43.5,220.81,197,Tân Bình,1,3,1,4.2,2,0,06/07/2025,3
4,66.67,60,Bình Tân,Bình Trị Đông,3,0,6,2,1,24/07/2025,2
39,270.83,144,Tân Bình,2,4,1,8.35,3,0,17/07/2025,4
47,456.31,103,Quận 3,8,1,1,7,8,0,04/07/2025,1
15.9,111.19,143,Bình Tân,Bình Trị Đông,3,1,6.6,1,0,16/07/2025,3
7.555,103.49,73,Thành phố Thủ Đức,Linh Trung,4,0,4.5,4.5,1,26/07/2025,4
6.7,134,50,Gò Vấp,5,5,0,4.5,3.5,1,31/07/2025,3
8,102.56,78,Gò Vấp,1,8,0,4.6,4.5,1,23/07/2025,8
12.5,50,250,Hóc Môn,Hóc Môn,5,1,5,3,0,19/07/2025,3
0.9,15.79,57,Bình Chánh,Bình Chánh,2,1,4.8,2,0,17/07/2025,2
16,61.3,261,Tân Bình,10,6,1,4,6,0,18/07/2025,7
25,125,200,Bình Thạnh,13,4,1,10,2,0,06/07/2025,4
43,488.64,88,Quận 1,Đa Kao,2,0,6,2,1,09/07/2025,2
11.3,117.71,96,Bình Chánh,Bình Chánh,4,1,6,4,0,19/07/2025,4
9,75,120,Quận 12,Tân Thới Hiệp,5,0,6,4.5,1,18/07/2025,5
12.5,81.7,153,Quận 8,4,9,1,7,4.5,0,10/07/2025,8
11,119.57,92,Tân Phú,Tân Sơn Nhì,2,1,5.3,2,0,22/07/2025,2
11,119.57,92,Tân Phú,Tân Sơn Nhì,2,1,5.3,2,0,02/07/2025,2
7,73.68,95,Quận 12,Tân Thới Hiệp,4,1,4,2,0,02/07/2025,3
11,119.57,92,Tân Phú,Tân Sơn Nhì,2,1,5.3,2,0,10/07/2025,2
18.8,159.32,118,Tân Bình,15,8,1,6,6,0,09/07/2025,6
11,119.57,92,Tân Phú,Tân Sơn Nhì,2,1,5.3,2,0,05/07/2025,2
5.29,135.64,39,Bình Thạnh,25,3,1,4,4.5,0,08/07/2025,4
4.79,93.92,51,Quận 12,Tân Chánh Hiệp,4,0,3,3,1,03/07/2025,3
13,96.3,135,Quận 12,Tân Chánh Hiệp,2,1,4.5,1,0,01/07/2025,2
23,323.94,71,Quận 6,1,6,1,4.8,5,0,26/07/2025,6
5.2,49.52,105,Quận 12,Thạnh Lộc,2,0,6.4,2,1,19/07/2025,2
5.39,71.87,75,Tân Phú,Tân Sơn Nhì,4,0,4,2,1,30/07/2025,2
5,51.55,97,Tân Bình,8,4,0,2.7,4,1,19/07/2025,4
85,232.24,366,Thành phố Thủ Đức,Thảo Điền,4,1,10.6,7,0,18/07/2025,4
7.05,117.5,60,Thành phố Thủ Đức,Phước Long B,4,0,4,4,1,28/07/2025,5
4.25,55.19,77,Quận 12,Trung Mỹ Tây,3,1,4,1,0,24/07/2025,3
4.85,60.62,80,Quận 12,Thới An,4,0,4,2.5,1,31/07/2025,2
10.5,87.5,120,Thành phố Thủ Đức,Phước Long A,3,0,10,2,1,25/07/2025,2
41.5,183.63,226,Gò Vấp,4,6,1,7.1,3.5,0,01/07/2025,5
2.2,47.83,46,Hóc Môn,Đông Thạnh,2,0,4,1,1,22/07/2025,1
7,66.67,105,Quận 12,Thạnh Xuân,4,0,6,3,1,08/07/2025,5
9.6,152.38,63,Quận 10,2,8,1,4,1,0,20/07/2025,4
5.6,54.37,103,Quận 12,Thạnh Lộc,2,1,5,2.5,0,31/07/2025,3
12.2,217.86,56,Phú Nhuận,13,5,0,4,4,1,22/07/2025,6
13.8,202.94,68,Bình Thạnh,25,5,0,4,4,1,21/07/2025,6
6.899,62.72,110,Quận 12,Thạnh Lộc,4,0,19,2,1,02/07/2025,3
8.5,96.59,88,Tân Bình,15,3,0,4.2,3.5,1,05/07/2025,4
6.8,90.67,75,Thành phố Thủ Đức,Hiệp Bình Chánh,3,0,5,2,1,29/07/2025,2
9.9,112.5,88,Quận 8,4,8,1,5,6,0,26/07/2025,8
9.9,112.5,88,Quận 8,4,8,1,4.8,6,0,24/07/2025,8
9.35,64.93,144,Thành phố Thủ Đức,Tam Bình,4,1,16,5,0,04/07/2025,4
7.7,128.33,60,Gò Vấp,14,5,0,5,4.5,1,22/07/2025,5
6.25,125,50,Quận 8,3,3,0,3.55,2,1,15/07/2025,2
16,114.29,140,Phú Nhuận,13,11,0,4,2,1,31/07/2025,11
6.3,76.83,82,Thành phố Thủ Đức,Tăng Nhơn Phú A,3,1,5,3,0,24/07/2025,3
3.2,29.09,110,Bình Chánh,Bình Chánh,4,1,5,1,0,16/07/2025,2
3.58,51.14,70,Quận 12,Tân Chánh Hiệp,2,1,5,1,0,20/07/2025,2
5.19,99.81,52,Nhà Bè,Nhà Bè,4,0,4,3,1,16/07/2025,3
14,186.67,75,Gò Vấp,3,9,0,4,3.5,1,29/07/2025,8
8.3,176.6,47,Quận 7,Tân Quy,2,1,3.45,2,0,28/07/2025,2
89,593.33,150,Quận 1,Tân Định,1,1,8,4,0,11/07/2025,1
4.25,106.25,40,Quận 12,Hiệp Thành,2,0,6.2,2,1,05/07/2025,2
4.55,84.26,54,Thành phố Thủ Đức,Bình Thọ,2,1,3.7,1,0,29/07/2025,2
17.9,288.71,62,Tân Bình,8,4,1,4.9,4,0,28/07/2025,5
17.5,175,100,Bình Chánh,Bình Chánh,5,0,5,1,1,14/07/2025,5
10.99,146.53,75,Quận 12,Tân Thới Hiệp,6,1,4.45,5.5,0,13/07/2025,5
21,221.05,95,Bình Chánh,Bình Chánh,5,1,10,4.5,0,07/07/2025,3
4.85,93.27,52,Quận 12,Hiệp Thành,3,0,4.5,5,1,02/07/2025,3
6.6,106.45,62,Quận 10,2,3,0,4,1,1,26/07/2025,3
5.7,109.62,52,Tân Phú,Tân Thới Hòa,4,0,4,3,1,16/07/2025,3
9.5,190,50,Tân Bình,2,1,0,4,4,1,04/07/2025,4
13.8,181.58,76,Quận 8,5,6,1,4,3.5,0,17/07/2025,4
10.9,109,100,Gò Vấp,8,5,0,5,6,1,15/07/2025,7
9,150,60,Quận 7,Phú Thuận,5,0,5,5,1,08/07/2025,4
8.9,114.1,78,Tân Phú,Hiệp Tân,2,1,4,1,0,29/07/2025,1
10.9,109,100,Gò Vấp,8,5,0,5,6,1,26/07/2025,7
9.4,87.04,108,Tân Phú,Tân Sơn Nhì,6,1,6,4,0,28/07/2025,5
240,277.46,865,Tân Bình,15,9,1,35,3,0,13/07/2025,8
8.4,78.5,107,Tân Phú,Tân Sơn Nhì,4,0,9,2,1,26/07/2025,2
12,84.51,142,Tân Bình,4,4,0,9,4,1,06/07/2025,4
4.8,76.19,63,Thành phố Thủ Đức,Hiệp Bình Phước,2,0,4,1.5,1,02/07/2025,3
6.4,84.21,76,Bình Tân,Bình Trị Đông A,3,0,4,2,1,04/07/2025,2
6.9,164.29,42,Quận 8,3,5,0,4,3.5,1,30/07/2025,6
5.5,103.77,53,Tân Phú,Phú Thọ Hòa,2,0,4.7,2,1,02/07/2025,3
6.5,162.5,40,Quận 10,2,3,0,7,3.5,1,29/07/2025,3
130,984.85,132,Quận 1,Nguyễn Thái Bình,10,1,7.6,5,0,23/07/2025,10
6.6,110,60,Gò Vấp,12,3,0,6,4,1,23/07/2025,3
25.9,129.5,200,Thành phố Thủ Đức,Phú Hữu,8,1,7.5,7,0,28/07/2025,9
13.5,337.5,40,Phú Nhuận,3,3,0,4,4,1,02/07/2025,4
33,212.9,155,Quận 3,12,6,0,6,4,1,24/07/2025,5
6.7,223.33,30,Quận 10,2,3,0,3.65,4,1,28/07/2025,3
26,55.44,469,Hóc Môn,Đông Thạnh,2,1,12,1,0,14/07/2025,2
11,169.23,65,Quận 8,12,6,1,3.2,4,0,29/07/2025,3
11.5,119.79,96,Bình Chánh,Bình Chánh,4,1,6,4,0,22/07/2025,3
17.9,75.85,236,Thành phố Thủ Đức,Bình Trưng Đông,3,0,12,2,1,28/07/2025,3
12.9,184.29,70,Gò Vấp,5,4,1,4,5,0,13/07/2025,5
6.5,40.62,160,Thành phố Thủ Đức,Linh Xuân,3,0,7.3,4,1,22/07/2025,2
2.9,103.57,28,Gò Vấp,5,3,0,4,2,1,22/07/2025,3
5.6,93.33,60,Quận 12,Thới An,4,1,4,3,0,05/07/2025,3
10.8,83.72,129,Quận 8,7,6,1,4.3,2.5,0,05/07/2025,7
11.5,119.79,96,Bình Chánh,Bình Chánh,4,1,6,4,0,01/07/2025,4
10.5,70,150,Thành phố Thủ Đức,Linh Tây,2,0,8,1,1,03/07/2025,3
4.8,94.12,51,Bình Tân,Bình Hưng Hòa A,3,0,4,3,1,24/07/2025,2
4.65,84.55,55,Quận 12,Thạnh Xuân,4,0,5,3.5,1,21/07/2025,3
18.5,131.21,141,Quận 8,10,10,1,6,6,0,31/07/2025,8
17,130.77,130,Quận 8,9,6,1,8,1,0,07/07/2025,4
18,290.32,62,Quận 10,2,4,1,3.6,3.5,0,31/07/2025,5
6.95,133.65,52,Quận 8,2,4,0,4,4,1,13/07/2025,6
20,200,100,Quận 8,5,4,1,5,3.5,0,31/07/2025,4
15,63.29,237,Tân Bình,11,5,1,4.85,6,0,25/07/2025,5
8.4,78.5,107,Tân Phú,Tân Sơn Nhì,4,1,9,2,0,14/07/2025,4
36,236.84,152,Bình Thạnh,25,1,0,8.5,5,1,18/07/2025,1
8.4,78.5,107,Tân Phú,Tân Sơn Nhì,4,0,9,2,1,13/07/2025,4
8.4,78.5,107,Tân Phú,Tân Sơn Nhì,4,1,9,2,0,10/07/2025,4
10.5,201.92,52,Quận 7,Tân Kiểng,3,0,8,4,1,15/07/2025,3
8.4,78.5,107,Tân Phú,Tân Sơn Nhì,4,0,9,2,1,03/07/2025,4
8.5,114.86,74,Quận 7,Phú Mỹ,4,0,4,3,1,28/07/2025,3
10,142.86,70,Quận 8,4,6,0,4.1,5,1,12/06/2025,6
11.9,195.08,61,Quận 8,2,2,1,3.6,2,0,10/06/2025,2
115,1513.16,76,Bình Thạnh,13,5,0,4,3.5,1,11/06/2025,6
9.9,202.04,49,Quận 8,4,5,1,4,4.5,0,29/06/2025,5
5.7,79.17,72,Bình Tân,Tân Tạo A,5,0,7.2,4,1,13/06/2025,5
5.5,84.62,65,Tân Phú,Hiệp Tân,2,1,4.5,2,0,30/06/2025,2
4.4,52.38,84,Thành phố Thủ Đức,Linh Tây,3,0,5,3.5,1,05/06/2025,2
5.5,84.62,65,Tân Phú,Hiệp Tân,2,0,4.5,2,1,09/06/2025,2
5.5,84.62,65,Tân Phú,Hiệp Tân,2,1,4.5,2,0,11/06/2025,2
5.5,84.62,65,Tân Phú,Hiệp Tân,2,1,4.5,2,0,17/06/2025,2
6.4,128,50,Gò Vấp,4,3,0,4,2,1,04/06/2025,3
10.9,109,100,Gò Vấp,8,5,0,5,6,1,02/07/2025,7
9.4,87.04,108,Tân Phú,Tân Sơn Nhì,6,1,6,4,0,31/07/2025,5
9.4,87.04,108,Tân Phú,Tân Sơn Nhì,6,1,6,4,0,03/07/2025,5
9.4,87.04,108,Tân Phú,Tân Sơn Nhì,6,1,6,4,0,16/07/2025,5
6.39,127.8,50,Gò Vấp,16,3,0,5,5,1,14/07/2025,3
54,325.3,166,Phú Nhuận,11,6,1,7,6,0,04/07/2025,6
9.4,87.04,108,Tân Phú,Tân Sơn Nhì,6,1,6,4,0,20/07/2025,5
17.5,41.67,420,Hóc Môn,Tân Hiệp,2,1,14,1,0,07/07/2025,2
3.18,77.56,41,Quận 8,15,5,0,5.7,3,1,08/07/2025,3
16.99,184.67,92,Thành phố Thủ Đức,An Phú,2,0,4,1,1,04/07/2025,1
5.95,88.81,67,Quận 8,3,2,0,4,2,1,20/07/2025,3
6,171.43,35,Phú Nhuận,13,3,0,3.79,3,1,18/07/2025,3
64,621.36,103,Quận 1,Bến Thành,1,1,5.78,7,0,09/07/2025,2
6.5,45.77,142,Nhà Bè,Nhơn Đức,3,1,4.68,1,0,13/07/2025,1
3.9,121.88,32,Gò Vấp,12,2,0,3.6,2,1,13/07/2025,2
5.6,65.12,86,Quận 12,Thạnh Xuân,4,0,6,3.5,1,12/07/2025,4
22.9,229,100,Quận 10,11,15,0,5.8,5,1,27/06/2025,16
3.95,94.05,42,Nhà Bè,Thị trấn Nhà Bè,2,0,4.5,2,1,15/06/2025,2
22.9,82.08,279,Quận 12,Thới An,2,1,13.3,2,0,21/06/2025,2
76.6,1255.74,61,Quận 7,Phú Mỹ,3,0,5.08,4,1,20/06/2025,3
4.45,108.54,41,Quận 12,Thới An,3,0,3.6,2.5,1,25/06/2025,3
14.5,250,58,Quận 10,2,5,1,5.8,4,0,18/06/2025,5
6,107.14,56,Gò Vấp,12,5,0,4,5,1,14/06/2025,5
36,439.02,82,Quận 1,Đa Kao,1,1,4.1,5,0,25/06/2025,1
5.5,91.67,60,Tân Bình,10,4,0,30,1,1,06/06/2025,3
19,202.13,94,Bình Thạnh,1,11,1,6,4,0,17/06/2025,12
14.999,156.24,96,Quận 1,Nguyễn Cư Trinh,5,0,6,1,1,27/06/2025,5
4.95,123.75,40,Quận 10,2,3,0,3.5,3,1,27/06/2025,3
10.65,112.11,95,Bình Chánh,Bình Chánh,4,0,10,4,1,23/06/2025,4
48,428.57,112,Quận 1,Phạm Ngũ Lão,1,1,6.1,1,0,23/06/2025,1
4.9,55.68,88,Quận 12,Thạnh Xuân,4,1,4,4,0,19/06/2025,5
39,423.91,92,Quận 1,Tân Định,1,1,4.2,3,0,15/06/2025,1
9.8,76.56,128,Thành phố Thủ Đức,Linh Chiểu,4,0,8,2,1,21/07/2025,3
6.1,64.21,95,Thành phố Thủ Đức,Linh Đông,2,0,5,2,1,05/06/2025,2
136,1888.89,72,Bình Thạnh,25,11,0,4,5,1,14/06/2025,12
4.65,77.5,60,Nhà Bè,Nhà Bè,3,0,6,2,1,18/06/2025,3
4.65,77.5,60,Nhà Bè,Nhà Bè,3,0,6,2,1,07/06/2025,3
7.5,147.06,51,Quận 3,14,2,0,4,2.5,1,05/06/2025,2
6.1,61,100,Quận 12,Trung Mỹ Tây,3,0,12,2.5,1,13/06/2025,2
4.15,112.16,37,Quận 8,10,3,0,6,2,1,08/06/2025,3
8.77,203.95,43,Quận 10,2,4,0,4,3,1,18/06/2025,5
7.5,69.44,108,Bình Chánh,Bình Chánh,4,1,10,3,0,05/06/2025,4
47,456.31,103,Quận 3,8,1,1,7.4,3,0,12/06/2025,1
1.76,110,16,Quận 8,2,1,1,3.85,2,0,20/06/2025,2
16.5,134.15,123,Gò Vấp,17,6,1,6,2,0,03/06/2025,4
3.57,24.97,143,Hóc Môn,Tân Hiệp,3,1,5.28,1,0,27/06/2025,2
3.57,24.97,143,Hóc Môn,Tân Hiệp,3,1,5.28,1,0,29/06/2025,2
4.25,94.44,45,Quận 12,Tân Chánh Hiệp,2,1,3.91,2,0,18/06/2025,2
9.9,145.59,68,Gò Vấp,1,4,0,4,1,1,07/06/2025,6
7.95,193.9,41,Quận 10,2,6,0,5.6,4,1,02/06/2025,4
3.95,94.05,42,Nhà Bè,Thị trấn Nhà Bè,2,0,4.5,2,1,14/06/2025,2
15.6,200,78,Quận 8,1,3,1,4.5,2,0,24/06/2025,3
6.5,216.67,30,Quận 10,2,3,0,3,4,1,25/06/2025,4
4.6,63.89,72,Quận 8,14,3,0,9,2,1,04/06/2025,2
7,87.5,80,Gò Vấp,14,4,1,4,3.5,0,12/06/2025,4
9.6,154.84,62,Gò Vấp,15,4,0,4,5,1,09/06/2025,7
9.6,154.84,62,Gò Vấp,15,4,0,4,5,1,17/06/2025,7
7.2,85.71,84,Tân Phú,Sơn Kỳ,2,1,4,1,0,08/06/2025,2
13.5,135,100,Hóc Môn,Thới Tam Thôn,4,1,4,3,0,26/06/2025,4
7.2,85.71,84,Tân Phú,Sơn Kỳ,2,1,4,1,0,28/06/2025,2
138,577.41,239,Quận 1,Đa Kao,6,1,15,4,0,03/06/2025,7
7.2,85.71,84,Tân Phú,Sơn Kỳ,2,1,4,1,0,08/06/2025,2
7.9,121.54,65,Thành phố Thủ Đức,Thạnh Mỹ Lợi,4,0,4,4,1,27/06/2025,5
7.2,85.71,84,Tân Phú,Sơn Kỳ,2,1,4,1,0,23/06/2025,2
2.96,80,37,Thành phố Thủ Đức,Phước Long B,2,0,5.6,2,1,21/06/2025,3
7.2,85.71,84,Tân Phú,Sơn Kỳ,2,0,4,1,1,13/06/2025,2
6.7,119.64,56,Bình Tân,Bình Trị Đông,3,0,4,3,1,30/06/2025,3
18.5,79.06,234,Bình Tân,An Lạc,8,0,8.5,3.5,1,10/06/2025,9
13.5,281.25,48,Quận 10,2,4,0,8,4,1,30/06/2025,5
2.97,4.64,640,Quận 12,Hiệp Thành,3,0,20,1,1,23/06/2025,2
4.85,112.79,43,Tân Phú,Phú Trung,2,0,3.6,2,1,14/06/2025,2
4.4,62.86,70,Quận 12,Thạnh Xuân,3,0,4.5,2.5,1,10/06/2025,2
4.3,79.63,54,Quận 12,Thạnh Xuân,2,0,4,2,1,29/06/2025,3
4.89,82.88,59,Quận 12,Thạnh Xuân,4,0,4,4.5,1,09/06/2025,5
20.5,184.68,111,Thành phố Thủ Đức,Linh Trung,5,1,5.5,4.5,0,02/06/2025,6
7.789,86.54,90,Bình Tân,Bình Trị Đông,7,1,35,1,0,18/06/2025,8
4.4,63.77,69,Thành phố Thủ Đức,Bình Chiểu,3,0,4,1,1,15/06/2025,3
5.99,115.19,52,Gò Vấp,12,4,1,5.2,3,0,14/06/2025,3
5.35,53.5,100,Quận 12,Hiệp Thành,1,1,30,1,0,03/06/2025,1
11.5,176.92,65,Quận 7,Bình Thuận,5,0,5,4,1,06/06/2025,5
0.58,36.25,16,Bình Chánh,Bình Chánh,1,0,4,1,1,02/06/2025,3
4.4,66.67,66,Quận 12,Thạnh Xuân,3,0,4.5,2.5,1,19/06/2025,2
109,1282.35,85,Bình Thạnh,11,5,0,30,3,1,01/06/2025,4
5.3,53,100,Quận 12,Thạnh Lộc,3,0,10,2.5,1,06/06/2025,4
5.95,94.44,63,Tân Phú,Tân Sơn Nhì,4,0,7,2,1,16/06/2025,3
6.8,90.67,75,Bình Tân,An Lạc,4,1,1,3.5,0,03/06/2025,4
4.7,78.33,60,Gò Vấp,14,4,0,4.2,2,1,04/06/2025,4
8.4,105,80,Quận 8,3,5,0,4,4,1,21/06/2025,5
4.95,88.39,56,Thành phố Thủ Đức,Long Trường,2,1,6,2,0,30/06/2025,2
5.7,74.03,77,Bình Tân,Bình Trị Đông B,8,0,7,1,1,11/06/2025,6
6.5,100,65,Tân Phú,Tân Thới Hòa,3,0,4.2,2,1,25/06/2025,2
5.3,54.64,97,Thành phố Thủ Đức,Bình Trưng Tây,2,1,12.5,1,0,19/06/2025,4
24,165.52,145,Bình Thạnh,7,2,1,4,1,0,26/06/2025,2
6.35,48.85,130,Nhà Bè,Nhơn Đức,4,1,5,3.5,0,28/06/2025,3
10.8,114.89,94,Quận 7,Tân Thuận Tây,4,0,6,7,1,07/06/2025,4
18.9,129.45,146,Tân Phú,Phú Thạnh,5,1,7.7,3,0,29/06/2025,4
17.9,127.86,140,Tân Bình,2,4,1,5.5,4.5,0,12/06/2025,4
8.2,102.5,80,Quận 7,Tân Hưng,4,1,6,1,0,25/06/2025,6
14,86.42,162,Quận 7,Tân Hưng,6,1,6,1,0,24/06/2025,6
5,90.91,55,Gò Vấp,12,7,0,5,5,1,10/06/2025,7
11,127.91,86,Quận 8,10,5,0,4.5,4,1,25/06/2025,4
5.86,130.22,45,Quận 8,10,3,1,3,2.5,0,12/06/2025,2
5.1,159.38,32,Gò Vấp,8,3,0,4,4.5,1,23/06/2025,3
18.5,308.33,60,Tân Bình,12,6,1,4.5,3.5,0,29/06/2025,6
14,218.75,64,Tân Bình,12,6,0,4,4,1,01/06/2025,6
10.5,87.5,120,Quận 12,An Phú Đông,3,1,20,2,0,29/06/2025,3
14.5,198.63,73,Phú Nhuận,13,3,1,4.1,2,0,16/06/2025,2
25.999,118.18,220,Tân Phú,Tân Thành,2,1,10,1,0,14/06/2025,2
4.8,123.08,39,Quận 8,10,2,0,3.1,2,1,26/06/2025,2
4.9,108.89,45,Quận 8,3,2,0,5,2.5,1,17/06/2025,2
8.5,149.12,57,Tân Bình,5,2,1,5,2,0,14/06/2025,2
7.789,86.54,90,Bình Tân,Bình Trị Đông,7,0,6.7,3.5,1,14/06/2025,8
